"","X.1","club.to","X","name","transfer.date","club.from","transfer.fee","positions","nationality","birth_place","appearances","total.goals","total.assists","substitutions_in","substitutions_out","yellowcards","secondyellow","redcards","penaltygoals","minutes.pr.goal","total.minutes.played","contract.left.month","birth.date","transferage","league","Status","searchresults"
"462",462,"Reims",844,"Hugo Rodriguez","2015/8/17","AC Arles-Avign.",0,"
                                Midfield                            ","France","Montpellier",34,0,0,3,3,6,0,1,0,NA,2800,NA,"1991/4/2",24.3750855578371,"Ligue 1","Middle Club",3360
"463",463,"Rennes",802,"Giovanni Sio","2015/7/1","FC Basel",1700000,"
                                Attacker                            ","Cote d'Ivoire","Saint-Sébastien-sur...",25,7,1,12,12,3,0,1,0,189,1324,NA,"1989/3/31",26.2505133470226,"Ligue 1","Middle Club",29400
"464",464,"Rennes",806,"Ludovic Baal","2015/7/1","Lens",0,"
                                Defender                            ","French Guiana","Cayenne",28,0,4,0,0,2,0,1,0,NA,2496,NA,"1986/5/24",29.1033538672142,"Ligue 1","Middle Club",691
"465",465,"Rennes",803,"Yacouba Sylla","2015/7/1","Aston Villa",1280000,"
                                Midfield                            ","Mali","Étampes",27,1,0,3,3,4,0,0,0,2131,2131,NA,"1990/11/29",24.5859000684463,"Ligue 1","Middle Club",54600
"466",466,"Rennes",804,"Mehdi Zeffane","2015/8/12","Olympique Lyon",850000,"
                                Defender                            ","Algeria","Sainte-Foy-lès-Lyon",6,0,0,3,3,0,0,0,0,NA,395,NA,"1992/5/19",23.2306639288159,"Ligue 1","Middle Club",1160
"467",467,"Rennes",805,"Kermit Erasmus","2016/1/28","Orlando Pirates",544000,"
                                Attacker                            ","South Africa","Port Elizabeth, ...",32,12,5,8,8,2,0,0,0,174,2091,5.05954825462012,"1990/7/8",25.5578370978782,"Ligue 1","Middle Club",8550
"468",468,"Rennes",807,"Pedro Mendes","2015/7/6","Parma",0,"
                                Defender                            ","Portugal","Neuchâtel",24,0,0,4,4,6,0,0,0,NA,1727,NA,"1990/10/1",24.7611225188227,"Ligue 1","Middle Club",8910
"469",469,"Saint-Étienne",782,"Vincent Pajot","2015/7/1","Rennes",0,"
                                Midfield                            ","France","Domont",26,0,1,4,4,1,0,0,0,NA,1796,NA,"1990/8/19",24.8651608487337,"Ligue 1","Top Club",2750
"470",470,"Saint-Étienne",774,"Robert Beric","2015/8/31","Rapid Vienna",4680000,"
                                Attacker                            ","Slovenia","Krsko",39,27,7,4,4,6,1,1,2,117,3165,33.9712525667351,"1991/6/17",24.2053388090349,"Ligue 1","Top Club",1230
"471",471,"Saint-Étienne",775,"Ole Selnaes","2016/1/29","Rosenborg BK",2720000,"
                                Midfield                            ","Norway","Trondheim",34,2,5,5,5,8,0,0,0,1344,2688,23.0636550308008,"1994/7/7",21.5633127994524,"Ligue 1","Top Club",1650
"472",472,"Saint-Étienne",776,"Oussama Tannane","2016/1/12","Heracles Almelo",2130000,"
                                Attacker                            ","Morocco","Tétouan",25,13,5,0,0,2,1,0,1,162,2109,5.58521560574949,"1994/3/23",21.8069815195072,"Ligue 1","Top Club",1340
"473",473,"Saint-Étienne",777,"Kévin Théophile-Catherine","2015/7/1","Cardiff",1700000,"
                                Defender                            ","France","Saint-Brieuc",43,0,0,2,2,3,0,0,0,NA,3792,23.9835728952772,"1989/10/28",25.6728268309377,"Ligue 1","Top Club",41900
"474",474,"Saint-Étienne",778,"Alexander Söderlund","2016/1/4","Rosenborg BK",1700000,"
                                Attacker                            ","Norway","Haugesund",36,26,6,3,3,5,0,0,4,111,2875,23.8850102669405,"1987/8/3",28.4216290212183,"Ligue 1","Top Club",1480
"475",475,"Saint-Étienne",779,"Nolan Roux","2015/7/21","LOSC Lille",1700000,"
                                Attacker                            ","France","Compiègne",43,10,3,10,10,4,0,0,1,280,2801,11.3347022587269,"1988/3/1",27.3867214236824,"Ligue 1","Top Club",5680
"476",476,"Saint-Étienne",780,"Neal Maupay","2015/8/10","OGC Nice",510000,"
                                Attacker                            ","France","Versailles",15,2,0,10,10,1,0,1,0,250,499,22.6694045174538,"1996/8/14",18.9869952087611,"Ligue 1","Top Club",1420
"477",477,"Saint-Étienne",781,"Kévin Malcuit","2015/8/28","FC Niort",425000,"
                                Defender                            ","France","Chatenay-Malabry",31,2,3,1,1,3,0,0,0,1330,2660,10.0862422997947,"1991/7/31",24.0766598220397,"Ligue 1","Top Club",1330
"478",478,"Sampdoria",561,"Milan Skriniar","2016/1/29","MSK Zilina",850000,"
                                Defender                            ","Slovakia","iar nad Hronom",33,6,0,0,0,8,0,0,2,500,3000,NA,"1995/2/11",20.9637234770705,"Serie A","Middle Club",1620
"479",479,"Sampdoria",559,"Alfred Duncan","2015/7/1","Inter",2210000,"
                                Midfield                            ","Ghana","Accra",27,1,2,14,14,3,0,0,0,1377,1377,NA,"1993/3/10",22.3080082135524,"Serie A","Middle Club",11000
"480",480,"Sampdoria",560,"Lucas Torreira","2015/7/1","Pescara",1700000,"
                                Midfield                            ","Uruguay","Fray Bentos",26,1,0,0,0,6,0,1,0,2154,2154,23.9835728952772,"1996/2/11",19.3839835728953,"Serie A","Middle Club",328
"481",481,"Sampdoria",565,"Niklas Moisander","2015/7/1","AFC Ajax",0,"
                                Defender                            ","Finland","Turku",30,0,0,0,0,3,0,1,0,NA,2655,NA,"1985/9/29",29.7522245037645,"Serie A","Middle Club",7600
"482",482,"Sampdoria",558,"Ervin Zukanovic","2015/7/16","Chievo Verona",2470000,"
                                Defender                            ","Bosnia-Herzegovina","Sarajevo",29,2,2,1,1,7,0,0,0,1221,2441,NA,"1987/2/11",28.4243668720055,"Serie A","Middle Club",2310
"483",483,"Sampdoria",573,"Ricardo Álvarez","2016/1/4","Sunderland",0,"
                                Midfield                            ","Argentina","Buenos Aires",17,1,0,9,9,4,0,0,0,725,725,NA,"1988/4/12",27.7289527720739,"Serie A","Middle Club",56200
"484",484,"Sampdoria",555,"Luis Muriel","2015/7/1","Udinese Calcio",8930000,"
                                Attacker                            ","Colombia","Santo Tomás",27,4,5,11,11,2,0,0,0,345,1379,35.9753593429158,"1991/4/16",24.208076659822,"Serie A","Middle Club",7620
"485",485,"Sampdoria",556,"Fernando","2015/7/6","Shakhtar D.",6800000,"
                                Midfield                            ","Brazil","Erechim",25,1,0,4,4,3,0,0,0,1658,1658,35.8110882956879,"1992/3/3",23.3401779603012,"Serie A","Middle Club",509000
"486",486,"Sampdoria",562,"Michele Rocca","2015/8/31","Inter U19",850000,"
                                Midfield                            ","Italy","Milano",34,12,0,9,9,5,0,0,3,194,2330,NA,"1996/2/6",19.564681724846,"Serie A","Middle Club",521
"487",487,"Sampdoria",564,"Andrea Coda","2015/7/1","Udinese Calcio",0,"
                                Defender                            ","Italy","Massa",2,0,0,2,2,1,0,0,0,NA,57,23.9835728952772,"1985/4/25",30.1820670773443,"Serie A","Middle Club",18500
"488",488,"Sampdoria",568,"Modibo Diakité","2016/2/1","Frosinone",0,"
                                Defender                            ","France","Bourg-La-Reine",12,0,1,1,1,2,0,1,0,NA,985,4.92813141683778,"1987/3/2",28.9199178644764,"Serie A","Middle Club",24500
"489",489,"Sampdoria",569,"Mattia Cassani","2015/7/1","Parma",0,"
                                Defender                            ","Italy","Borgomanero",18,0,0,5,5,1,0,0,0,NA,1141,23.9835728952772,"1983/8/26",31.8466803559206,"Serie A","Middle Club",7290
"490",490,"Sampdoria",557,"Ervin Zukanovic","2015/7/16","Chievo Verona",2470000,"
                                Defender                            ","Bosnia-Herzegovina","Sarajevo",29,2,2,1,1,7,0,0,0,1221,2441,NA,"1987/2/11",28.4243668720055,"Serie A","Middle Club",2310
"491",491,"Sampdoria",572,"Ricardo Álvarez","2016/1/4","Sunderland",0,"
                                Midfield                            ","Argentina","Buenos Aires",17,1,0,9,9,4,0,0,0,725,725,NA,"1988/4/12",27.7289527720739,"Serie A","Middle Club",56200
"492",492,"Sampdoria",566,"Oliveira Jefferson","2015/8/11","Vicenza",0,"
                                Defender                            ","Brazil","São Paulo",4,0,0,2,2,0,0,0,0,NA,286,NA,"1990/2/25",25.4565366187543,"Serie A","Middle Club",246
"493",493,"Sampdoria",567,"Modibo Diakité","2016/2/1","Frosinone",0,"
                                Defender                            ","France","Bourg-La-Reine",12,0,1,1,1,2,0,1,0,NA,985,4.92813141683778,"1987/3/2",28.9199178644764,"Serie A","Middle Club",24500
"494",494,"Sampdoria",570,"Édgar Barreto","2015/7/1","US Palermo",0,"
                                Midfield                            ","Paraguay","Asunción",25,2,6,0,0,3,2,0,0,1062,2123,NA,"1984/7/15",30.9596167008898,"Serie A","Middle Club",66600
"495",495,"Sampdoria",571,"Matías Silvestre","2015/7/9","Inter",0,"
                                Defender                            ","Argentina","Mercedes",30,0,2,2,2,7,0,0,0,NA,2554,NA,"1984/9/25",30.7843942505133,"Serie A","Middle Club",5450
"496",496,"Sassuolo",630,"Cristian Dell'Orco","2015/7/8","Parma",0,"
                                Defender                            ","Italy","Sant'Angelo ...",26,1,2,1,1,4,0,1,0,2236,2236,NA,"1994/2/10",21.4045174537988,"Serie A","Middle Club",324
"497",497,"Sassuolo",625,"Stefano Sensi","2016/1/13","AC Cesena",4250000,"
                                Midfield                            ","Italy","Urbino",33,8,2,0,0,3,2,0,2,348,2781,NA,"1995/8/5",20.4407939767283,"Serie A","Middle Club",4630
"498",498,"Sassuolo",629,"Giovanni Sbrissa","2015/7/1","Vicenza",680000,"
                                Midfield                            ","Italy","Castelfranco Veneto",33,1,0,22,22,1,0,1,0,1054,1054,NA,"1996/9/25",18.7624914442163,"Serie A","Middle Club",335
"499",499,"Sassuolo",623,"Domenico Berardi","2015/7/1","Juventus",8500000,"
                                Attacker                            ","Italy","Cariati Marina",35,15,13,1,1,14,0,1,6,189,2836,NA,"1994/8/1",20.9144421629021,"Serie A","Middle Club",9470
"500",500,"Sassuolo",624,"Grégoire Defrel","2015/8/5","AC Cesena",5950000,"
                                Attacker                            ","France","Meudon",36,9,6,4,4,7,0,0,0,314,2826,NA,"1991/6/17",24.1341546885695,"Serie A","Middle Club",1450
"501",501,"Sassuolo",626,"Luca Mazzitelli","2016/2/1","AS Roma",2980000,"
                                Midfield                            ","Italy","Roma",26,1,1,9,9,7,1,0,0,1514,1514,NA,"1995/11/15",20.2135523613963,"Serie A","Middle Club",226
"502",502,"Sassuolo",627,"Marcello Trotta","2016/1/20","Avellino",2380000,"
                                Attacker                            ","Italy","Santa Maria Capua ...",32,12,4,6,6,3,0,0,1,189,2273,17.3141683778234,"1992/9/29",23.3073237508556,"Serie A","Middle Club",19900
"503",503,"Sassuolo",628,"Lorenzo Pellegrini","2015/7/1","Roma U19",1060000,"
                                Midfield                            ","Italy","Roma",38,8,1,3,3,13,0,0,0,393,3147,NA,"1996/6/19",19.0308008213552,"Serie A","Middle Club",1660
"504",504,"SC Bastia",819,"Yassine Jebbour","2015/7/7","Montpellier",0,"
                                Defender                            ","Morocco","Poitiers",3,0,0,0,0,1,0,0,0,NA,176,11.7946611909651,"1991/8/24",23.8685831622177,"Ligue 1","Middle Club",6110
"505",505,"SCO Angers",856,"Bilel Mohsni","2015/8/2","Rangers",0,"
                                Defender                            ","Tunisia","Paris",24,1,0,5,5,6,0,1,0,1787,1787,NA,"1987/7/21",28.0328542094456,"Ligue 1","Promoted",7530
"506",506,"SCO Angers",857,"Slimane Sissoko","2015/7/1","Luçon VF",0,"
                                Attacker                            ","France","Créteil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1991/3/20",24.2819986310746,"Ligue 1","Promoted",7390
"507",507,"SCO Angers",858,"Cheikh Ndoye","2015/7/1","US Créteil",0,"
                                Midfield                            ","Senegal","Rufisque",41,11,0,0,0,5,0,0,0,333,3664,NA,"1986/3/29",29.2566735112936,"Ligue 1","Promoted",60800
"508",508,"SCO Angers",859,"Yoann Andreu","2015/7/1","G. Ajaccio",0,"
                                Defender                            ","France","Bourg-en-Bresse",30,0,1,0,0,2,1,0,0,NA,2624,NA,"1989/5/3",26.1601642710472,"Ligue 1","Promoted",1730
"509",509,"SCO Angers",866,"Ismaël Traoré","2015/7/1","Stade Brest 29",0,"
                                Defender                            ","Cote d'Ivoire","Paris",39,1,0,0,0,3,0,1,0,3531,3531,NA,"1986/8/18",28.8678986995209,"Ligue 1","Promoted",28500
"510",510,"SCO Angers",867,"Mathias Serin","2015/7/1","SO Romorantin",0,"
                                Attacker                            ","France","Pessac",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1991/8/1",23.9151266255989,"Ligue 1","Promoted",816
"511",511,"SCO Angers",860,"Férébory Doré","2015/8/3","Botev Plovdiv",0,"
                                Attacker                            ","Congo","Brazzaville",18,4,1,5,5,2,1,0,0,318,1273,22.8993839835729,"1989/1/21",26.5297741273101,"Ligue 1","Promoted",1670
"512",512,"SCO Angers",861,"Grégory Bourillon","2016/1/25","Reims",0,"
                                Defender                            ","France","Laval",24,1,0,3,3,4,0,0,0,1794,1794,NA,"1984/7/1",31.5674195756331,"Ligue 1","Promoted",23500
"513",513,"SCO Angers",862,"Billy Ketkeophomphone","2015/7/1","FC Tours",0,"
                                Attacker                            ","France","Champigny-sur-Marne",37,9,4,5,5,4,0,0,0,295,2658,NA,"1990/3/24",25.2703627652293,"Ligue 1","Promoted",1740
"514",514,"SCO Angers",864,"Romain Saïss","2015/7/3","AC Le Havre",0,"
                                Midfield                            ","Morocco","Bourg-de-Péage",35,2,2,1,1,7,0,0,0,1446,2891,11.9260780287474,"1990/3/26",25.2703627652293,"Ligue 1","Promoted",487
"515",515,"SCO Angers",865,"Goran Karanovic","2015/7/31","FC St. Gallen",0,"
                                Attacker                            ","Switzerland","Wohlen",28,10,1,18,18,1,0,0,0,100,1000,NA,"1987/10/13",27.7973990417522,"Ligue 1","Promoted",1880
"516",516,"SCO Angers",863,"Pierrick Capelle","2015/7/1","Clermont Foot",0,"
                                Attacker                            ","France","Lesquin",35,3,2,2,2,6,0,0,0,946,2838,NA,"1987/4/15",28.2108145106092,"Ligue 1","Promoted",492
"517",517,"SD Eibar",450,"Antonio Luna","2015/7/9","Aston Villa",0,"
                                Defender                            ","Spain","Son Servera",4,0,0,0,0,0,0,0,0,NA,332,NA,"1991/3/17",24.3121149897331,"La Liga","Buttom Club",5480
"518",518,"SD Eibar",448,"Gonzalo Escalante","2016/1/11","Catania",850000,"
                                Midfield                            ","Argentina","Bella Vista",26,1,0,9,9,12,0,0,0,1692,1692,NA,"1993/3/27",22.7926078028747,"La Liga","Buttom Club",2320
"519",519,"SD Eibar",451,"Iván Ramis","2015/7/20","Levante UD",0,"
                                Defender                            ","Spain","Sa Pobla",33,0,0,1,1,9,0,1,0,NA,2664,NA,"1984/10/25",30.7323750855578,"La Liga","Buttom Club",7050
"520",520,"SD Eibar",449,"Takashi Inui","2015/8/26","E. Frankfurt",425000,"
                                Attacker                            ","Japan","Omihachiman, Shiga",29,1,9,7,7,2,0,0,0,1932,1932,NA,"1988/6/2",27.2306639288159,"La Liga","Buttom Club",4170
"521",521,"SD Eibar",454,"Keko","2015/7/9","Albacete",0,"
                                Attacker                            ","Spain","Madrid",36,6,6,6,6,3,0,0,0,441,2643,NA,"1991/12/27",23.5318275154004,"La Liga","Buttom Club",7540
