"","club.to","name","transfer.date","club.from","transfer.fee","positions","nationality","birth_place","appearances","total.goals","total.assists","substitutions_in","substitutions_out","yellowcards","secondyellow","redcards","penaltygoals","minutes.pr.goal","total.minutes.played","contract.left.month","birth.date","transferage","searchresults","league","Status"
"247","Hertha BSC","Alexander Esswein","2016/8/26","FC Augsburg",2.13,"
                                Attacker                            ","Germany","Worms",38,4,3,10,10,4,0,0,0,595,2381,NA,"1990/3/25",26.4229979466119,5080,"Bundesliga","Middle Club"
"248","Hertha BSC","Vedad Ibisevic","2016/7/1","VfB Stuttgart",0,"
                                Attacker                            ","Bosnia-Herzegovina","Vlasenica",30,12,5,1,1,5,0,1,0,207,2487,11.958932238193,"1984/8/6",31.9014373716632,10800,"Bundesliga","Middle Club"
"249","Hull City","James Weir","2016/8/31","Man Utd U23",0.17,"
                                    30.06.2019                                ","England","Preston",20,6,6,1,1,0,0,0,0,275,1650,NA,"1995/8/4",21.0759753593429,5860,"Premier league","Promoted"
"250","Hull City","Ryan Mason","2016/8/30","Spurs",13.09,"
                                Midfield                            ","England","London",29,2,0,15,15,3,0,0,0,656,1311,NA,"1991/6/13",25.2156057494867,19700,"Premier league","Promoted"
"251","Hull City","Markus Henriksen","2017/1/1","AZ Alkmaar",4.51,"
                                Midfield                            ","Norway","Trondheim",41,19,9,0,0,5,0,0,1,188,3566,5.91375770020534,"1992/7/25",24.4380561259411,3330,"Premier league","Promoted"
"252","Hull City","Will Keane","2016/8/30","Manchester Utd.",1.02,"
                                Attacker                            ","England","Manchester",32,12,2,10,10,3,0,0,3,164,1970,NA,"1993/1/11",23.6331279945243,24500,"Premier league","Promoted"
"253","Inter","Antonio Candreva","2016/8/3","Lazio",18.7,"
                                Attacker                            ","Italy","Roma",44,12,5,6,6,4,0,0,6,262,3141,34.8583162217659,"1987/2/28",29.429158110883,29600,"Serie A","Top Club"
"254","Inter","Gianluca Caprari","2016/7/8","Pescara",3.83,"
                                Attacker                            ","Italy","Roma",43,13,13,5,5,7,1,0,1,246,3197,NA,"1993/7/30",22.9404517453799,1820,"Serie A","Top Club"
"255","Inter","Marcelo Brozovic","2016/7/1","Dinamo Zagreb",4.25,"
                                Midfield                            ","Croatia","Zagreb",35,7,5,8,8,8,0,0,1,375,2623,35.4496919917864,"1992/11/16",23.6221765913758,60600,"Serie A","Top Club"
"256","Inter","Gabriel","2016/8/30","Santos FC",25.08,"
                                Midfield                            ","Brazil","Resende",40,8,4,2,2,5,0,0,0,400,3199,61.0102669404517,"1993/9/18",22.9486652977413,479000,"Serie A","Top Club"
"257","Inter","Stevan Jovetic","2017/1/2","Manchester City",12.33,"
                                Attacker                            ","Montenegro","Titograd",28,7,4,8,8,4,0,0,1,245,1715,17.8726899383984,"1989/11/2",27.1676933607118,41600,"Serie A","Top Club"
"258","Inter","João Mário","2016/8/28","Sporting CP",34,"
                                Midfield                            ","Portugal","Porto",45,7,12,5,5,3,0,1,0,510,3568,46.0616016427105,"1993/1/19",23.605749486653,126000,"Serie A","Top Club"
"259","Inter","Caner Erkin","2016/7/1","Fenerbahce",0,"
                                Defender                            ","Turkey","Balikesir",27,1,8,6,6,9,0,0,0,2038,2038,NA,"1988/10/4",27.7399041752224,10400,"Serie A","Top Club"
"260","Inter","Éver Banega","2016/7/6","Sevilla FC",0,"
                                Midfield                            ","Argentina","Rosario",45,9,5,6,6,13,1,1,3,375,3377,NA,"1988/6/29",28.0191649555099,6860,"Serie A","Top Club"
"261","Inter","Dodô","2016/7/1","AS Roma",6.63,"
                                Defender                            ","Brazil","Campinas",21,0,1,2,2,4,0,0,0,NA,1654,11.958932238193,"1992/2/6",24.3997262149213,4920,"Serie A","Top Club"
"262","Inter","Cristian Ansaldi","2016/7/30","Genoa",5.1,"
                                Defender                            ","Argentina","Rosario",26,0,5,2,2,4,0,0,0,NA,2133,NA,"1986/9/20",29.8590006844627,11700,"Serie A","Top Club"
"263","Inter","Rey Manaj","2016/7/1","Cremonese",0.425,"
                                Attacker                            ","Albania","Lushnjë",13,7,0,5,5,4,1,0,1,109,765,NA,"1997/2/24",19.3483915126626,1240,"Serie A","Top Club"
"264","Inter","Gabriel","2016/8/30","Santos FC",25.08,"
                                Attacker                            ","Brazil","São Bernardo do ...",10,5,0,0,0,3,0,0,0,173,867,61.0102669404517,"1996/8/30",20,479000,"Serie A","Top Club"
"265","Juventus","Simone Ganz","2016/7/1","Como",0,"
                                Attacker                            ","Italy","Genova",35,16,3,3,3,3,0,0,3,175,2795,NA,"1993/9/21",22.776180698152,481,"Serie A","Top Club"
"266","Juventus","Mario Lemina","2016/7/1","Marseille",8.08,"
                                Midfield                            ","Gabon","Libreville",17,2,0,5,5,6,0,0,0,618,1235,23.9507186858316,"1993/9/1",22.8309377138946,8360,"Serie A","Top Club"
"267","Juventus","Miralem Pjanic","2016/7/1","AS Roma",27.2,"
                                Midfield                            ","Bosnia-Herzegovina","Tuzla",41,12,13,3,3,10,1,0,2,279,3343,23.9507186858316,"1990/4/2",26.2477754962355,43900,"Serie A","Top Club"
"268","Juventus","Dani Alves","2016/7/1","FC Barcelona",0,"
                                Defender                            ","Brazil","Juazeiro",48,1,8,5,5,13,0,0,0,3824,3824,11.958932238193,"1983/5/6",33.1553730321697,319000,"Serie A","Top Club"
"269","Juventus","Marko Pjaca","2016/7/21","Dinamo Zagreb",19.55,"
                                Attacker                            ","Croatia","Zagreb",42,12,6,9,9,1,0,0,1,244,2923,34.7926078028747,"1995/5/6",21.2101300479124,12300,"Serie A","Top Club"
"270","Juventus","Gonzalo Higuaín","2016/7/26","SSC Napoli",76.5,"
                                Attacker                            ","Argentina","Brest",42,38,3,4,4,2,1,0,3,87,3287,23.129363449692,"1987/12/10",28.6269678302532,231000,"Serie A","Top Club"
"271","Lazio","Jordan Lukaku","2016/7/22","KV Oostende",4.25,"
                                Defender                            ","Belgium","Antwerpen",34,3,7,0,0,2,0,0,0,981,2943,11.2689938398357,"1994/7/25",21.9931553730322,7100,"Serie A","Middle Club"
"272","Lazio","Luis Alberto","2016/8/31","Liverpool",4.25,"
                                Midfield                            ","Spain","San José del Valle",31,6,8,5,5,3,0,0,0,371,2227,21.9466119096509,"1992/9/28",23.9233401779603,42000,"Serie A","Middle Club"
"273","Lazio","Bastos","2016/8/17","Rostov",5.53,"
                                Defender                            ","Angola","Luanda",26,3,0,0,0,2,0,0,0,780,2340,10.4147843942505,"1991/11/23",24.7337440109514,62500,"Serie A","Middle Club"
"274","Lazio","Moritz Leitner","2016/8/12","Bor. Dortmund",1.7,"
                                Midfield                            ","Germany","München",21,3,6,11,11,2,0,1,0,362,1087,10.5790554414784,"1992/12/8",23.6769336071184,11000,"Serie A","Middle Club"
"275","Lazio","Ciro Immobile","2016/7/27","Sevilla FC",7.23,"
                                Attacker                            ","Italy","Torre Annunziata",29,9,5,11,11,5,0,0,2,186,1673,47.1129363449692,"1990/2/20",26.4312114989733,26000,"Serie A","Middle Club"
"276","Lazio","Wallace","2016/7/28","Braga",6.8,"
                                Defender                            ","Brazil","Rio de Janeiro",34,1,0,1,1,10,0,1,0,3001,3001,35.0554414784394,"1994/10/14",21.7878165639973,404000,"Serie A","Middle Club"
"277","Leicester","Islam Slimani","2016/8/31","Sporting CP",25.5,"
                                Attacker                            ","Algeria","Algier",46,31,6,8,8,12,0,0,2,115,3568,45.9630390143737,"1988/6/18",28.2026009582478,78500,"Premier league","Top Club"
"278","Leicester","Luis Hernández","2016/7/1","Sporting Gijón",0,"
                                Defender                            ","Spain","Madrid",37,0,0,0,0,4,1,0,0,NA,3314,NA,"1989/8/14",26.880219028063,17300,"Premier league","Top Club"
"279","Leicester","Ahmed Musa","2016/7/8","CSKA Moscow",16.58,"
                                Attacker                            ","Nigeria","Jos",44,18,6,1,1,3,0,0,0,214,3857,35.7125256673511,"1992/10/14",23.7316906228611,99900,"Premier league","Top Club"
"280","Leicester","Bartosz Kapustka","2016/8/3","Cracovia Kraków",7.65,"
                                Midfield                            ","Poland","Tarnów",35,5,10,4,4,6,0,0,0,532,2660,22.8665297741273,"1996/12/23",19.6112251882272,7700,"Premier league","Top Club"
"281","Leicester","Nampalys Mendy","2016/7/3","OGC Nice",13.18,"
                                Midfield                            ","France","La Seyne-sur-Mer",40,1,2,0,0,2,0,1,0,3602,3602,11.8932238193018,"1992/6/23",24.0273785078713,8150,"Premier league","Top Club"
"282","Liverpool","Ragnar Klavan","2016/7/20","FC Augsburg",4.25,"
                                Defender                            ","Estonia","Viljandi",40,0,0,0,0,3,0,0,0,NA,3627,NA,"1985/10/30",30.7214236824093,24100,"Premier league","Middle Club"
"283","Liverpool","Georginio Wijnaldum","2016/7/22","Newcastle",23.38,"
                                Midfield                            ","Netherlands","Rotterdam",40,11,5,2,2,1,0,0,1,304,3347,NA,"1990/11/11",25.6947296372348,57400,"Premier league","Middle Club"
"284","Liverpool","Sadio Mané","2016/7/1","Southampton",35.02,"
                                Attacker                            ","Senegal","Sedhiou",43,15,9,7,7,5,1,1,0,208,3114,NA,"1992/4/10",24.2245037645448,138000,"Premier league","Middle Club"
"285","Liverpool","Joel Matip","2016/7/1","FC Schalke 04",0,"
                                Defender                            ","Cameroon","Bochum",41,4,5,0,0,3,0,0,0,923,3690,NA,"1991/8/8",24.8980150581793,34900,"Premier league","Middle Club"
"286","LOSC Lille","Éder","2016/7/1","Swansea",3.83,"
                                Attacker                            ","Portugal","Bissau",29,6,4,12,12,1,0,0,1,264,1582,NA,"1987/12/22",28.5256673511294,19900,"Ligue 1","Top Club"
"287","LOSC Lille","Julian Palmieri","2016/7/2","SC Bastia",0,"
                                Defender                            ","France","Lyon",35,2,4,1,1,9,0,0,0,1502,3004,NA,"1986/12/7",29.5687885010267,13700,"Ligue 1","Top Club"
"288","Málaga CF","Jony","2016/7/1","Sporting Gijón",0,"
                                Attacker                            ","Spain","Cangas de Narcea",36,5,9,3,3,4,0,0,0,576,2882,NA,"1991/7/9",24.9801505817933,41900,"La Liga","Middle Club"
"289","Málaga CF","Miguel Cifuentes","2016/7/1","Elche CF",0,"
                                Defender                            ","Spain","Zújar",18,0,1,4,4,1,0,0,0,NA,1378,NA,"1990/10/5",25.7385352498289,395,"La Liga","Middle Club"
"290","Málaga CF","Mikel Villanueva","2016/7/1","Deportivo Lara",0.255,"
                                Defender                            ","Venezuela","San Cristóbal, ...",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1993/4/14",23.2142368240931,1040,"La Liga","Middle Club"
"291","Málaga CF","Keko","2016/7/1","SD Eibar",4.25,"
                                Attacker                            ","Spain","Madrid",32,3,5,3,3,5,1,0,0,820,2461,NA,"1991/12/27",24.5119780971937,7200,"La Liga","Middle Club"
"292","Málaga CF","Sandro Ramírez","2016/7/7","FC Barcelona",0,"
                                Attacker                            ","Spain","Las Palmas de Gran ...",20,3,2,11,11,0,0,0,0,284,851,11.7618069815195,"1995/7/9",20.9965776865161,7520,"La Liga","Middle Club"
"293","Málaga CF","Bakary Koné","2016/7/1","Olympique Lyon",0.68,"
                                Defender                            ","Burkina Faso","Ouagadougou",12,0,0,3,3,1,0,0,0,NA,893,NA,"1988/4/27",28.1779603011636,78100,"La Liga","Middle Club"
"294","Málaga CF","Michael Santos","2016/7/1","River Plate",3.4,"
                                Attacker                            ","Uruguay","Montevideo",30,15,12,2,2,6,0,0,6,168,2515,NA,"1993/3/13",23.3018480492813,1130,"La Liga","Middle Club"
"295","Manchester City","John Stones","2016/8/9","Everton",47.26,"
                                Defender                            ","England","Barnsley",41,0,0,3,3,4,0,0,0,NA,3416,34.6611909650924,"1994/5/28",22.2012320328542,140000,"Premier league","Top Club"
"296","Manchester City","Nolito","2016/7/1","Celta de Vigo",15.3,"
                                Attacker                            ","Spain","Sanlúcar de ...",29,12,7,2,2,8,0,0,1,204,2452,11.958932238193,"1986/10/15",29.7111567419576,105000,"Premier league","Top Club"
"297","Manchester City","Aaron Mooy","2016/7/1","Melbourne City",0,"
                                Midfield                            ","Australia","Sydney",26,11,10,1,1,2,0,0,3,208,2283,23.9507186858316,"1990/9/15",25.7932922655715,22700,"Premier league","Top Club"
"298","Manchester City","Pablo Marí","2016/8/15","Gimnàstic",0.17,"
                                Defender                            ","Spain","Valencia",25,1,1,0,0,6,1,0,0,2218,2218,22.4722792607803,"1993/8/31",22.9568788501027,1290,"Premier league","Top Club"
"299","Manchester City","Leroy Sané","2016/8/2","FC Schalke 04",42.5,"
                                Attacker                            ","Germany","Essen",42,9,7,13,13,5,0,0,0,325,2925,34.8911704312115,"1996/1/11",20.5585215605749,73300,"Premier league","Top Club"
"300","Manchester City","Oleksandr Zinchenko","2016/7/4","Ufa",1.7,"
                                Midfield                            ","Ukraine","Radomyshl, Zhytomyr ...",26,2,4,5,5,3,0,0,0,940,1880,29.8973305954825,"1996/12/15",19.5509924709103,8290,"Premier league","Top Club"
"301","Manchester City","Ilkay Gündogan","2016/7/1","Bor. Dortmund",22.95,"
                                Midfield                            ","Germany","Gelsenkirchen",40,3,7,6,6,2,0,0,1,1002,3006,11.958932238193,"1990/10/24",25.6865160848734,116000,"Premier league","Top Club"
"302","Manchester City","Marlos Moreno","2016/8/5","Atl. Nacional",4.68,"
                                Attacker                            ","Colombia","Medellín",16,3,4,3,3,1,0,0,0,375,1124,NA,"1996/9/20",19.8740588637919,11300,"Premier league","Top Club"
"303","Manchester City","Gabriel Jesus","2017/1/2","Palmeiras",27.2,"
                                Attacker                            ","Brazil","São Paulo",19,15,3,2,2,5,0,1,0,105,1578,35.482546201232,"1997/4/3",19.750855578371,719000,"Premier league","Top Club"
"304","Manchester Utd.","Zlatan Ibrahimovic","2016/7/1","Paris SG",0,"
                                Attacker                            ","Sweden","Malmö",51,50,19,4,4,4,0,0,7,83,4146,NA,"1981/10/3",34.7433264887064,9270000,"Premier league","Top Club"
"305","Manchester Utd.","Eric Bailly","2016/7/1","Villarreal CF",32.3,"
                                Defender                            ","Cote d'Ivoire","Bingerville",35,1,1,0,0,12,1,0,0,2909,2909,NA,"1994/4/12",22.2203969883641,88100,"Premier league","Top Club"
"306","Manchester Utd.","Henrikh Mkhitaryan","2016/7/6","Bor. Dortmund",35.7,"
                                Midfield                            ","Armenia","Erewan",52,23,32,4,4,6,0,0,0,190,4379,11.7946611909651,"1989/1/21",27.4551676933607,175000,"Premier league","Top Club"
"307","Manchester Utd.","Paul Pogba","2016/8/9","Juventus",89.25,"
                                Midfield                            ","France","Lagny-sur-Marne",49,10,16,3,3,12,0,0,1,428,4284,34.6611909650924,"1993/3/15",23.4031485284052,841000,"Premier league","Top Club"
"308","Marseille","Rémy Cabella","2016/7/5","Newcastle",6.8,"
                                Midfield                            ","France","Ajaccio",45,6,3,8,8,12,0,0,0,532,3194,NA,"1990/3/8",26.3271731690623,13600,"Ligue 1","Middle Club"
"309","Marseille","Tomas Hubocan","2016/7/7","Dinamo Moscow",1.02,"
                                Defender                            ","Slovakia","Žilina",24,1,1,0,0,5,0,1,0,1965,1965,NA,"1985/9/17",30.8035592060233,4770,"Ligue 1","Middle Club"
"310","Marseille","Saîf-Eddine Khaoui","2016/7/1","FC Tours",0.85,"
                                Midfield                            ","Tunisia","Lyon",32,3,4,12,12,4,0,0,0,634,1903,11.958932238193,"1995/4/27",21.1800136892539,287,"Ligue 1","Middle Club"
"311","Marseille","Henri Bedimo","2016/7/1","Olympique Lyon",0,"
                                Defender                            ","Cameroon","Douala",22,0,0,4,4,1,0,0,0,NA,1584,NA,"1984/6/4",32.0739219712526,7280,"Ligue 1","Middle Club"
"312","Marseille","Hiroki Sakai","2016/7/1","Hannover 96",0,"
                                Defender                            ","Japan","Kashiwa, Chiba",28,1,2,1,1,1,0,0,0,2474,2474,NA,"1990/4/12",26.2203969883641,28500,"Ligue 1","Middle Club"
"313","Middlesbrough","Viktor Fischer","2016/7/1","AFC Ajax",4.25,"
                                Attacker                            ","Denmark","Aarhus",45,12,4,20,20,0,0,0,0,191,2297,11.958932238193,"1994/6/9",22.0616016427105,24600,"Premier league","Promoted"
"314","Middlesbrough","Antonio Barragán","2016/7/15","Valencia CF",2.3,"
                                Defender                            ","Spain","Pontedeume",35,0,0,6,6,6,1,0,0,NA,2546,11.4989733059548,"1987/6/12",29.0924024640657,8780,"Premier league","Promoted"
"315","Middlesbrough","Fábio","2016/8/12","Cardiff",1.96,"
                                Defender                            ","Brazil","Petrópolis",26,1,3,5,5,8,1,0,0,1818,1818,NA,"1990/7/9",26.0944558521561,61900,"Premier league","Promoted"
"316","Middlesbrough","Bernardo Espinosa","2016/7/1","Sporting Gijón",0,"
                                Defender                            ","Colombia","Cali",17,2,0,0,0,5,1,0,0,714,1428,NA,"1989/7/11",26.9733059548255,27500,"Premier league","Promoted"
"317","Middlesbrough","Marten de Roon","2016/7/4","Atalanta",12.75,"
                                Midfield                            ","Netherlands","Zwijndrecht",37,2,2,1,1,9,1,0,0,1593,3185,35.8439425051335,"1991/3/29",25.2676249144422,5040,"Premier league","Promoted"
"318","Monaco","Youssef Aït Bennasser","2016/7/1","AS Nancy",2.55,"
                                Midfield                            ","Morocco","Toul",35,1,2,2,2,7,0,0,0,2788,2788,23.9507186858316,"1996/7/7",19.9835728952772,2840,"Ligue 1","Top Club"
"319","Monaco","Djibril Sidibé","2016/7/8","LOSC Lille",12.75,"
                                Defender                            ","France","Troyes",43,6,3,2,2,4,0,0,0,638,3829,35.7125256673511,"1992/7/29",23.9425051334702,119000,"Ligue 1","Top Club"
"320","Monaco","Benjamin Mendy","2016/7/1","Marseille",11.05,"
                                Defender                            ","France","Longjumeau",36,1,5,2,2,11,0,1,0,2985,2985,35.9425051334702,"1994/7/17",21.9575633127995,3780,"Ligue 1","Top Club"
"321","Monaco","Kamil Glik","2016/7/4","Torino",9.35,"
                                Defender                            ","Poland","Jastrzebie Zdrój",35,0,2,0,0,10,0,0,0,NA,3142,NA,"1988/2/3",28.4161533196441,35300,"Ligue 1","Top Club"
"322","OGC Nice","Wylan Cyprien","2016/7/27","Lens",4.25,"
                                Midfield                            ","France","Les Abymes",35,7,1,4,4,6,0,0,0,400,2797,23.0965092402464,"1995/1/28",21.4948665297741,1910,"Ligue 1","Top Club"
"323","OGC Nice","Arnaud Lusamba","2016/7/19","AS Nancy",2.13,"
                                Midfield                            ","France","Metz",22,5,2,6,6,4,0,0,0,313,1563,23.3593429158111,"1997/1/4",19.5373032169747,207,"Ligue 1","Top Club"
"324","OGC Nice","Dante","2016/8/23","VfL Wolfsburg",2.13,"
                                Defender                            ","Brazil","Salvador da Bahia",35,1,0,2,2,6,2,0,0,2998,2998,22.2094455852156,"1983/10/18",32.8487337440109,164000,"Ligue 1","Top Club"
"325","OGC Nice","Dalbert","2016/7/6","Vit. Guimarães",1.7,"
                                Defender                            ","Brazil","Barra Mansa",36,0,1,3,3,9,0,1,0,NA,2867,NA,"1993/9/8",22.8254620123203,5600,"Ligue 1","Top Club"
"326","OGC Nice","Arnaud Souquet","2016/7/25","Dijon",1.06,"
                                Defender                            ","France","Paris",33,0,3,4,4,6,0,0,0,NA,2721,11.170431211499,"1992/2/12",24.4490075290897,1110,"Ligue 1","Top Club"
"327","OGC Nice","Paul Baysse","2016/7/1","Saint-Étienne",0.425,"
                                Defender                            ","France","Bordeaux",33,0,0,1,1,4,0,1,0,NA,2914,11.958932238193,"1988/5/18",28.1204654346338,3920,"Ligue 1","Top Club"
"328","OGC Nice","Mario Balotelli","2016/8/31","Liverpool",0,"
                                Attacker                            ","Italy","Palermo",23,3,1,13,13,6,0,0,1,331,994,NA,"1990/8/12",26.0533880903491,518000,"Ligue 1","Top Club"
"329","Olympique Lyon","Emanuel Mammana","2016/7/6","River Plate",6.38,"
                                Defender                            ","Argentina","Merlo",14,2,0,2,2,4,0,0,0,516,1032,NA,"1996/2/10",20.4024640657084,2370,"Ligue 1","Top Club"
"330","Olympique Lyon","Jean-Philippe Mateta","2016/9/16","LB Châteauroux",2.55,"
                                Attacker                            ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.4209445585216,"1997/6/28",19.2197125256674,1060,"Ligue 1","Top Club"
"331","Olympique Lyon","Nicolas N'Koulou","2016/7/1","Marseille",0,"
                                Defender                            ","Cameroon","Yaoundé",41,0,0,0,0,11,0,1,0,NA,3691,NA,"1990/3/27",26.2642026009582,65400,"Ligue 1","Top Club"
"332","Olympique Lyon","Maciej Rybus","2016/7/1","Terek Grozny",0,"
                                Defender                            ","Poland","Lowicz",31,8,4,7,7,2,0,0,1,278,2223,NA,"1989/8/19",26.8665297741273,26100,"Ligue 1","Top Club"
"333","Paris SG","Grzegorz Krychowiak","2016/7/3","Sevilla FC",28.56,"
                                Midfield                            ","Poland","Gryfice",42,1,5,3,3,11,0,0,0,3655,3655,35.8767967145791,"1990/1/29",26.425735797399,20400,"Ligue 1","Top Club"
"334","Paris SG","Jesé","2016/8/8","Real Madrid",21.25,"
                                Attacker                            ","Spain","Las Palmas de Gran ...",38,6,8,27,27,0,0,0,0,209,1252,10.7104722792608,"1993/2/26",23.4469541409993,27800,"Ligue 1","Top Club"
"335","Paris SG","Giovani Lo Celso","2016/7/26","CA Rosario",8.5,"
                                Midfield                            ","Argentina","Rosario",23,2,6,11,11,5,0,1,0,685,1369,23.129363449692,"1996/4/9",20.2956878850103,2980,"Ligue 1","Top Club"
"336","Paris SG","Thomas Meunier","2016/7/3","Club Brugge",5.95,"
                                Defender                            ","Belgium","Sainte-Ode",42,6,6,2,2,7,0,0,0,586,3516,47.9014373716632,"1991/9/12",24.807665982204,25000,"Ligue 1","Top Club"
"337","Paris SG","Hatem Ben Arfa","2016/7/1","OGC Nice",0,"
                                Midfield                            ","France","Clamart",37,18,6,2,2,2,0,0,6,172,3100,NA,"1987/3/7",29.3196440793977,53100,"Ligue 1","Top Club"
"338","Pescara","Antonio Mazzotta","2016/7/1","AC Cesena",0.298,"
                                Defender                            ","Italy","Palermo",23,0,4,6,6,4,0,0,0,NA,1548,11.958932238193,"1989/8/2",26.9130732375086,762,"Serie A","Promoted"
"339","Pescara","Alessandro Crescenzi","2016/7/13","AS Roma",0.255,"
                                Defender                            ","Italy","Marino",28,0,1,2,2,3,0,0,0,NA,2194,23.5564681724846,"1991/9/25",24.7994524298426,19900,"Serie A","Promoted"
"340","Pescara","Alessio Di Massimo","2016/7/8","Sant'Omero",0.255,"
                                Attacker                            ","Italy","Sant'Omero",33,11,3,11,11,2,0,0,2,165,1818,NA,"1996/5/7",20.1697467488022,366,"Serie A","Promoted"
"341","Pescara","Andrea Coda","2016/7/1","Sampdoria",0.17,"
                                Defender                            ","Italy","Massa",9,0,0,3,3,3,0,0,0,NA,393,12.9445585215606,"1985/4/25",31.1841204654346,17600,"Serie A","Promoted"
"342","Pescara","Simone Pepe","2016/8/22","Chievo Verona",0,"
                                Attacker                            ","Italy","Albano Laziale",23,3,3,17,17,2,1,0,0,275,825,NA,"1983/8/30",32.9801505817933,8010,"Serie A","Promoted"
"343","Pescara","Alessandro Polidori","2016/7/25","AC Rimini",0,"
                                Attacker                            ","Italy","Viterbo",31,11,4,5,5,4,0,0,0,208,2284,NA,"1992/2/24",24.4161533196441,55,"Serie A","Promoted"
"344","Pescara","Cristiano Biraghi","2016/7/11","Inter",3.4,"
                                Defender                            ","Italy","Cernusco sul ...",33,0,1,0,0,9,1,0,0,NA,2887,23.6221765913758,"1992/9/1",23.8576317590691,1460,"Serie A","Promoted"
"345","Pescara","Valerio Verre","2016/7/1","Udinese Calcio",3.4,"
                                Midfield                            ","Italy","Roma",37,2,5,3,3,5,0,1,0,1462,2924,NA,"1994/1/11",22.4695414099932,1320,"Serie A","Promoted"
"346","Pescara","Ahmad Benali","2016/7/1","US Palermo",0.85,"
                                Midfield                            ","Libya","Manchester",40,5,7,2,2,4,0,1,0,598,2990,35.9425051334702,"1992/2/7",24.3969883641342,607,"Serie A","Promoted"
"347","Pescara","Stefano Pettinari","2016/8/25","AS Roma",0.34,"
                                Attacker                            ","Italy","Roma",26,2,2,11,11,4,0,0,0,664,1328,10.1519507186858,"1992/1/27",24.5776865160849,201,"Serie A","Promoted"
"348","Pescara","Alberto Aquilani","2016/8/25","Sporting CP",0,"
                                Midfield                            ","Italy","Roma",32,5,2,16,16,4,0,0,2,319,1595,10.1519507186858,"1984/7/7",32.1341546885695,20800,"Serie A","Promoted"
"349","Pescara","Francesco Nicastro","2016/7/1","Juve Stabia",0,"
                                Attacker                            ","Italy","Campofranco",32,11,1,2,2,2,0,1,0,235,2582,NA,"1991/10/26",24.6817248459959,565,"Serie A","Promoted"
"350","RB Leipzig","Oliver Burke","2016/8/28","Nottm Forest",12.75,"
                                Attacker                            ","Scotland","Kirkcaldy",21,2,1,13,13,0,0,0,0,463,926,22.0451745379877,"1997/4/7",19.3921971252567,16600,"Bundesliga","Promoted"
"351","RB Leipzig","Timo Werner","2016/7/1","VfB Stuttgart",8.5,"
                                Attacker                            ","Germany","Stuttgart",36,7,5,7,7,0,0,0,0,351,2454,23.9507186858316,"1996/3/6",20.3203285420945,3350,"Bundesliga","Promoted"
"352","RB Leipzig","Bernardo","2016/8/28","RB Salzburg",5.1,"
                                Defender                            ","Brazil","São Paulo",17,0,1,6,6,1,1,0,0,NA,1089,46.0616016427105,"1995/5/14",21.2922655715264,209000,"Bundesliga","Promoted"
"353","RB Leipzig","Benno Schmitz","2016/7/1","RB Salzburg",0.68,"
                                Defender                            ","Germany","München",32,0,3,3,3,7,0,0,0,NA,2726,11.958932238193,"1994/11/17",21.6208076659822,918,"Bundesliga","Promoted"
"354","RB Leipzig","Naby Keïta","2016/7/1","RB Salzburg",12.75,"
                                Midfield                            ","Guinea","Conakry",37,14,8,6,6,7,0,0,0,201,2818,59.958932238193,"1995/2/10",21.388090349076,2930,"Bundesliga","Promoted"
"355","Real Betis","Riza Durmisi","2016/7/1","Bröndby IF",1.7,"
                                Defender                            ","Denmark","Kopenhagen",40,1,7,0,0,12,0,0,0,3552,3552,23.9507186858316,"1994/1/8",22.4777549623546,871,"La Liga","Middle Club"
"356","Real Betis","Jonas Martin","2016/7/1","Montpellier",2.55,"
                                Midfield                            ","France","Besançon",37,4,4,1,1,5,0,0,2,807,3229,NA,"1990/4/9",26.2286105407255,1830,"La Liga","Middle Club"
"357","Real Betis","Roman Zozulya","2016/7/27","Dnipro",0,"
                                Attacker                            ","Ukraine","Kiew",15,5,4,5,5,4,0,0,1,195,976,23.0965092402464,"1989/11/17",26.6913073237509,3870,"La Liga","Middle Club"
"358","Real Betis","Aïssa Mandi","2016/7/1","Reims",3.4,"
                                Defender                            ","Algeria","Châlons-en-Champagn...",33,5,1,0,0,3,0,1,0,590,2950,11.958932238193,"1991/10/22",24.6926762491444,7060,"La Liga","Middle Club"
"359","Real Betis","Felipe Gutiérrez","2016/7/6","FC Twente",2.98,"
                                Midfield                            ","Chile","Quintero",32,3,3,3,3,4,0,0,0,855,2566,11.7946611909651,"1990/10/8",25.7440109514031,5260,"La Liga","Middle Club"
"360","Real Betis","Antonio Sanabria","2016/7/15","AS Roma",6.38,"
                                Attacker                            ","Paraguay","San Lorenzo",30,11,1,3,3,5,0,0,1,207,2272,35.482546201232,"1996/3/4",20.3641341546886,5900,"La Liga","Middle Club"
"361","Real Betis","Darko Brasanac","2016/8/24","Partizan",1.28,"
                                Midfield                            ","Serbia","Cajetina",40,4,4,1,1,9,1,0,1,827,3306,NA,"1992/2/12",24.5311430527036,3930,"La Liga","Middle Club"
"362","Real Madrid","Álvaro Morata","2016/7/1","Juventus",25.5,"
                                Attacker                            ","Spain","Madrid",47,12,12,21,21,9,0,0,2,198,2377,47.9671457905544,"1992/10/23",23.6878850102669,198000,"La Liga","Top Club"
